x,y
1.0471975511965976,0.886257987892827
1.117010721276371,0.9344453279234486
1.1868238913561442,1.155634419739299
1.2566370614359172,0.7838455719064678
1.3264502315156903,1.0717128730822723
1.3962634015954636,0.9762281399859314
1.4660765716752369,0.8521442605692309
1.53588974175501,0.921677961729529
1.605702911834783,1.2215612948876193
1.6755160819145563,0.8965824242332862
1.7453292519943295,0.7685500676370698
1.8151424220741028,0.9794321812755162
1.8849555921538759,1.2093835030246816
1.9547687622336491,0.7541505259112441
2.0245819323134224,0.7293348845911406
2.0943951023931953,0.9488818771315267
2.1642082724729685,0.5796318329554127
2.234021442552742,0.8389314395158091
2.303834612632515,0.7920641585239957
2.3736477827122884,0.7542616662608544
2.443460952792061,0.7820154670138951
2.5132741228718345,0.516986824178918
2.5830872929516078,0.16517736164296942
2.6529004630313806,0.6822356532798072
2.722713633111154,0.36498365112771813
2.792526803190927,0.05221157638762308
2.8623399732707,0.1948869940171526
2.9321531433504737,0.2973684748266201
3.0019663134302466,0.29477686849730167
3.07177948351002,0.327759624177947
3.141592653589793,-0.15980903362446539
3.211405823669566,-0.1858375229390013
3.2812189937493397,-0.3003814692605035
3.3510321638291125,-0.2868625535670074
3.420845333908886,-0.3097911062517776
3.490658503988659,-0.40601897414401034
3.560471674068432,-0.7467446188412488
3.6302848441482056,-0.7784711534128534
3.7000980142279785,-0.29947229606639675
3.7699111843077517,-0.5517241688422099
3.839724354387525,-0.695332557821404
3.9095375244672983,-0.6493687332167302
3.979350694547071,-0.7556350899061411
4.049163864626845,-0.6230134781677606
4.118977034706617,-0.9591819398592667
4.1887902047863905,-0.7324957512240741
4.258603374866164,-1.2326204291405043
4.328416544945937,-1.0216734146126722
4.39822971502571,-1.1833986137205452
4.468042885105484,-0.8988223406891129
4.537856055185257,-0.7799824951651113
4.60766922526503,-0.8523268833588722
4.677482395344803,-0.9033809889624116
4.747295565424577,-0.9303643676496247
4.817108735504349,-0.7746365286612188
4.886921905584122,-0.7743209700914213
4.956735075663896,-1.1306299731393596
5.026548245743669,-1.02141053647396
5.096361415823442,-0.9313719539543848
5.1661745859032155,-0.9133220983446945
